index,decision_id,priority,status,scope,family,decision,supersedes,source,applies_to,verification,notes
81,OD-20260918-055,P0,ACTIVE,ALL_23_SURFACES,SURFACE_IDENTITY_FUNCTIONAL_COMPLETENESS_RESCUE_GATE,"The current M0/A6 result must not be accepted, promoted, or treated as surface-complete where it loses or genericizes the governed identity, purpose, workflows, region composition, commands, state semantics, original recoverable reference value, or applicable Owner decisions of any CEP surface. Before rescue mutation, the Controller must reconstruct a zero-loss 23-surface identity/reference matrix from current SurfaceProfiles and requirement index, applicable live Owner decisions, exact accepted/shared donors, and classified original surface references/value-recovery evidence. Each surface must then compose the required shared owners through its own typed domain/data/provider truth and required TOP/TOOLBAR/LEFT/CENTER/RIGHT/BOTTOM/TRANSIENT roles. Route reachability, generic JSON/truth stages, shared-owner presence, smoke PASS, tests, or screenshots never substitute for surface-purpose/function completeness. Owner direct hands-on rejection overrides lower CLEAN/PASS claims for the affected result.","Any interpretation that 23/23 route smoke, generic controller composition, shared-owner binding alone, or prior A6 shard CLEAN is sufficient Surface acceptance.",CURRENT_DIRECT_OWNER_2026_09_18_INTERACTIVE_QA,All 23 CEP surfaces; final A6 synthesis; any rescue/convergence mission; all shared-family consumers,23_SURFACE_ZERO_LOSS_IDENTITY_REFERENCE_MATRIX__PER_SURFACE_PURPOSE_OBJECTS_COMMANDS_SLOTS_STATES_PROVIDER_TRUTH__REFERENCE_VALUE_COMPARISON__OWNER_DECISION_COVERAGE__NO_GENERICIZATION__RESULT_FIRST_BROWSER_RUNTIME_VISUAL_INTERACTION_FALSIFICATION,"Owner reports broad current-result regressions and missing surface identity/functionality, with Sticky editor and terminal as concrete examples. This decision establishes the rescue acceptance gate; it does not make historical visual references current authority by themselves—references are classified and reconciled through the live authority chain."
82,OD-20260918-056,P0,ACTIVE,W03_FOCUS_SPACE_3_STUDIO_INTERACTION,WORKSPACE_FIRST_DIRECT_MANIPULATION_AND_OBJECT_LIFECYCLE,"Enterprise, Scenarios, Labs, Runs and Results are workspaces/studios, not surfaces governed by a universal Read/Edit mode. Their default product interaction is active work according to each surface purpose and the selected object lifecycle: modeling/authoring for Enterprise, Scenarios and Labs; operational control for Runs; historical analysis/replay/AAR/compare for Results. Nodes, relations, phases, events, tasks, runtime objects, replay cursors and analytical selections remain directly interactive whenever the domain state, provider truth and command authority permit. Immutability applies to specific published/sealed artifacts and facts—not to the whole surface. Published Enterprise/Twin/Scenario/Lab revisions, Baselines, immutable Run Manifests and sealed Result/Event facts must be changed only through clone/new/superseding revision or the authorized lifecycle action; this must not be implemented by converting the owning workspace into a global read-only mode. A Read/Edit control is allowed only for compatible Structured document/editor content where actual object editability requires it; it is not a universal W03 surface mode and must not gate unrelated Studio interactions or Sticky Note editability.",ANY_GLOBAL_W03_READ_EDIT_OR_DOMAIN_READONLY_SURFACE_INTERPRETATION__OBJECT_IMMUTABILITY_AS_SURFACE_READONLY,CURRENT_DIRECT_OWNER_2026_09_18_AUTHORITY_RECOVERY_CLARIFICATION,W03 Enterprise; Scenarios; Labs; Runs; Results; their toolbar/action availability; Structured-compatible embedded content; rescue missions and acceptance proof,W03_NO_GLOBAL_READ_EDIT_MODE__WORKSPACE_FIRST_DIRECT_MANIPULATION__OBJECT_LIFECYCLE_GATING__PUBLISHED_SEALED_IMMUTABLE_NEW_OR_SUPERSEDING_REVISION__RUNS_LIFECYCLE_ACTIONS__RESULTS_INTERACTIVE_REPLAY_AAR_COMPARE__NO_DOMAIN_READONLY_GENERICIZATION,"Registered after Owner clarification during authority-recovery synthesis. AR2 independently recovered the same W03 Studio model: Scenario/Lab authoring workbenches, Enterprise draft/validate/publish/revision lifecycle, Runs operational workspace and Results historical analysis. This decision clarifies surface interaction semantics; it does not make every object mutable."
85,OD-20260920-059,P0,ACTIVE,CEP_SHARED_PRESENTATION_AND_SURFACE_IDENTITY,SHARED_MECHANICS_DO_NOT_OVERRIDE_SURFACE_SEMANTICS,"Shared global/family owners govern compatible Presentation grammar, placement, slots, pane/window/focus/overflow/responsive behavior and reusable interaction mechanics. They do not own or standardize every Surface's command inventory, labels, content, workflow, lifecycle, data, provider truth or semantic effects. Each SurfaceProfile and its domain/provider owners supply those Surface-specific truths through thin adapters and composition. Library is an accepted donor and normal consumer, not the universal semantic or action template. Learn inherits the maximum compatible Structured/Library mechanics while preserving Learning semantics; other Surfaces consume only the shared mechanics justified by their own identity. Toolbar composition is two-layered: a small explicitly classified universal action set plus Surface-specific contextual/domain actions and availability predicates.",ANY_SHARED_PRESENTATION_OR_LIBRARY_DONOR_INTERPRETATION_THAT_OVERRIDES_OR_COPIES_SURFACE_SEMANTICS_ACTIONS_OR_DOMAIN_TRUTH,CURRENT_DIRECT_OWNER_2026_09_20_AUTHORITY_CLARIFICATION,ALL_23_SURFACES__GLOBAL_AND_FAMILY_PRESENTATION_OWNERS__SURFACE_PROFILES__TOOLBARS_PANES_CONTEXT_NOTES,AUTHORITY_DIMENSION_CLASSIFICATION__SHARED_OWNER_IDENTITY_PRESERVED__SURFACE_COMMAND_AND_DOMAIN_TRUTH_PRESERVED__NO_LIBRARY_SEMANTIC_TEMPLATE__LEARN_MAXIMUM_COMPATIBLE_INHERITANCE__PER_SURFACE_ACTION_AVAILABILITY,"Durable Owner clarification recorded after explicit authorization to repair authority definitions. It narrows how OWNER-20260910-011/-013 and reuse law are interpreted; it does not weaken executable reuse of compatible Presentation, Behavior, Interaction or Functionality."
86,OD-20260920-060,P0,ACTIVE,CEP_STACK_AND_DEPENDENCY_ADMISSION,STACK_EXPANSION_LOCK_WITH_SEPARATE_FINAL_FREEZE_GATE,"Protect the current simple CEP stack from unproven expansion. The admitted baseline is Node.js/TypeScript, browser-native UI, local node:http transport, node:sqlite behind the existing persistence boundary, @xterm/xterm as Terminal renderer, the narrow C++17 Win32/ConPTY sidecar behind platform capabilities, and Playwright as development/test evidence tooling. A Writer may not add an application framework, ORM, database driver/service, queue, second application runtime, desktop shell, bridge technology or Product dependency unless an exact current requirement proves the existing stack cannot satisfy the needed function and the Controller records an explicit dependency-admission disposition. Compatible build/test/capture tool or version substitution is not Product-stack expansion. STACK_EXPANSION_LOCKED does not equal STACK_FROZEN; final freeze still requires accepted Windows/xterm/PTY/ConPTY and applicable platform capability proof.",UNBOUNDED_WRITER_SELECTED_STACK_EXPANSION__PREMATURE_STACK_FROZEN,CURRENT_DIRECT_OWNER_2026_09_20_STACK_CLARIFICATION,ALL_WRITERS_CONTROLLERS_PRODUCT_DEPENDENCIES_RUNTIME_PERSISTENCE_PLATFORM_AND_TOOLING,PACKAGE_AND_LOCKFILE_DIFF_SCAN__DEPENDENCY_ADMISSION_LEDGER__NO_NEW_PRODUCT_DEPENDENCY_WITHOUT_PROVEN_GAP__WINDOWS_XTERM_CONPTY_PLATFORM_GATES_BEFORE_STACK_FROZEN,"Durable Owner direction to preserve the simple working stack while keeping final freeze truthful. Consistent with OD-20260914-035, OD-20260910-018, OD-20260916-045, OD-20260917-047 and OD-20260917-049."
92,OD-20260921-066,P0,ACTIVE,CEP_LONG_LIVED_WRITER_GITHUB_REPOSITORY,MISSION_BOUND_CANDIDATE_BRANCH_WORKFLOW,"For the long-lived CEP Writer GitHub repository, `main` is the Controller-bound Writer baseline branch, not a free Writer worktree and not automatic CEP acceptance authority. Every mutating Writer mission must start from an exact Controller-bound `main` commit and work on one mission-specific candidate branch. Writers may commit/push only to that bound candidate branch and must never push directly to `main`, merge to `main`, create a release, self-promote, or mutate live Controller governance. Product changes belong only to genuine Product paths. `cep-writer/` remains Controller-owned read-only task authority. Small textual Writer handoff/evidence may be written under the mission's bounded `writer-output/<mission>/` path; heavy ZIPs/screenshots/baselines are not committed unless a mission explicitly requires them. The Controller audits the exact candidate-branch HEAD. Only after Controller acceptance may the Controller integrate the admitted Product delta into `main`, update Drive acceptance/live state, and refresh the same `cep-writer/` task packet for the next mission. Git history preserves old packets; do not create accumulating Writer-history folders merely for lineage.",MISSION_R6_PRESENTATION_PARITY_CORR02_NO_GITHUB_PUSH_CLAUSE_ONLY__POST_BOOTSTRAP_WRITER_DIRECT_MAIN_PUSH_INTERPRETATION,CURRENT_DIRECT_OWNER_2026_09_21_REPOSITORY_WORKFLOW_REPAIR,GOOGLE_AI_STUDIO_WRITERS__CHATGPT_WRITERS__ALL_FUTURE_REPOSITORY_BASED_MUTATING_WRITER_MISSIONS,EXACT_MAIN_BASELINE_COMMIT__MISSION_BRANCH_FROM_EXACT_BASE__NO_DIRECT_MAIN_PUSH__NO_MERGE__NO_RELEASE__CEP_WRITER_READ_ONLY__BOUNDED_WRITER_OUTPUT_PATH__EXACT_BRANCH_HEAD_HANDOFF__CONTROLLER_AUDIT_BEFORE_MAIN_INTEGRATION__PRODUCT_ONLY_PROMOTION__TASK_PACKET_REFRESH_AFTER_ACCEPTANCE,"Owner asked how to repair the repository workflow after identifying ambiguity around cep-writer placement, updates, and where Writer results should go. This decision establishes the durable long-lived repository flow. For CORR02 the bound candidate branch is `writer/presentation-corr02-google-ai-studio` from bootstrap commit `44f922e29e02363d00cc31ae6daeeca01dc9081a`."
93,OD-20260921-067,P0,ACTIVE,WRITER_REPOSITORY_SELF_CONTAINED_EXECUTION_INPUTS_AND_CONTEXT_EFFICIENT_EXACT_READ_SET,WRITER_COMPLETE_MAIN_PLUS_MISSION_OVERLAY__CONTROLLER_PRE_RESOLVED_READ_SET,"The long-lived CEP GitHub Writer repository is the self-contained execution-input plane for ALL CEP Writer types and equivalent mission Auditors/Reviewers. Before every mission, the Controller—not the worker—must resolve live CEP authority and compile a minimum-sufficient CLOSED/MANDATORY READ SET: exact repository/source/test/reference/profile/oracle/Owner-decision paths (or exact sections/symbols where full-file reading is unnecessary), each input's purpose/read mode, exact writable/read-only/prohibited scope, and explicit DO_NOT_READ / NO_DISCOVERY_BY_DEFAULT boundaries. Broad repository archaeology, repo-wide recursive search, generic grep/rg/find, or instructions such as 'inspect anything useful' are prohibited by default because they waste model context and can import stale/unrelated authority. A BOUNDED_DISCOVERY_ESCAPE is allowed only for a named missing, contradictory, or insufficient mission input and must stay within the smallest relevant directory/source family and record why it was needed. `main` must carry the current Controller-bound Product baseline plus every reusable/current Writer-readable input a competent worker needs: build/test tooling, contracts/profiles, current governed visual references, applicable domain/oracle/technical references, Writer-relevant Owner-decision snapshots, protected-truth/acceptance rules, workflow guidance, and genuinely required deterministic fixtures/reference datasets. A mission branch/workspace inherits those inputs and adds only the exact immutable mission overlay plus task-specific inputs not already present. Required reference images/PDFs/fixtures are INPUTS and remain available even when relatively large; do not remove them merely to minimize repository size. Writer execution must not depend on live Google Drive lookup for required task inputs. The Controller must retrieve/resolve any Drive-only authority/evidence/profile/oracle input before launch and embed or deterministically project the sufficient authoritative content into the repository, mission overlay, capsule, or bound workspace with provenance/hash/classification. CHATGPT_WRITER may possess a Drive connector, but required mission inputs are still pre-resolved and self-contained; live Drive is for Controller authority reconstruction, bounded explicitly-authorized retrieval, and output custody—not worker-side broad archaeology. GOOGLE_AI_STUDIO_WRITER and ROUTE-LOCAL workers must not be instructed to read required inputs directly from Drive. ROUTE-LOCAL additionally uses the already materialized governed local repository/worktree as its execution source: do not clone/pull/fetch from GitHub at the start of every mission. Bind the exact local repository path/branch/HEAD/tree and continue from it; clone/fetch/pull occurs only when the Owner/Controller explicitly authorizes a transport synchronization because the required checkpoint is absent/stale or a carrier transition requires it. Google Drive remains canonical for live Controller state/governance and heavy GENERATED OUTPUT custody such as candidate/evidence/baseline ZIPs, large screenshot sets, videos and generated reports. Small handoff/results/receipts may bind external Drive outputs by file ID, SHA-256, bytes and source/commit identity. Before launch, Controller must prove MISSION REQUIRED INPUT SET -> EXACT PATH/SECTION RESOLUTION -> HASH/CLASSIFICATION MATCH -> CONTEXT-SUFFICIENT CLOSED READ SET -> NO REQUIRED DRIVE-ONLY DEPENDENCY -> WRITER_SELF_CONTAINMENT_PASS. If any required input is missing/stale/unresolved, launch stops as WRITER_INPUT_INCOMPLETE.",,CURRENT_DIRECT_OWNER_2026_09_21_WRITER_INPUT_COMPLETENESS__EXTENDED_IN_PLACE_BY_OWNER_2026_09_26_ALL_WRITER_TYPES_CONTEXT_EFFICIENCY_AND_ROUTE_SPECIFIC_INPUT_LAWS,ALL_CEP_WRITER_TYPES__ALL_MUTATING_WRITERS__ALL_READ_ONLY_AUDITORS_REVIEWERS__CHATGPT_WRITER__GOOGLE_AI_STUDIO_WRITER__ROUTE_LOCAL__FUTURE_WRITER_CARRIERS__ALL_CURRENT_AND_FUTURE_CONTROLLERS,MAIN_PRODUCT_BASELINE_EXACT__WRITER_INPUT_MANIFEST_COMPLETE__CLOSED_MANDATORY_READ_SET__EXACT_PATHS_OR_SECTIONS_AND_PURPOSE__READ_MODE_DECLARED__NO_BROAD_DISCOVERY_BY_DEFAULT__BOUNDED_DISCOVERY_ESCAPE_ONLY__NO_REQUIRED_LIVE_DRIVE_FETCH__DRIVE_ONLY_INPUT_EMBED_OR_PROJECT_BEFORE_LAUNCH__LOCAL_REUSES_EXISTING_WORKTREE_NO_ROUTINE_CLONE_PULL_FETCH__MISSION_OVERLAY_COMPLETE__SELF_CONTAINMENT_CHECK_PASS__HEAVY_GENERATED_OUTPUTS_EXTERNAL_DRIVE_WITH_HASH_BOUND_RECEIPTS,"Owner explicitly required the former local-only prompt/read-set extension to be merged into this same durable decision instead of remaining a separate active OD. OD-20260925-084 is preserved only as superseded lineage. The generalized law applies to all Writer types; route-specific facts remain scoped: Local and Google AI Studio do not directly consume required Drive inputs, and Local normally continues from its existing governed local repository rather than cloning/pulling every mission."
98,OD-20260922-072,P0,ACTIVE,WRITER_VISUAL_EXECUTION_AND_EVIDENCE,CAPABILITY_SEPARATION_AND_LOCAL_RENDER_RECOVERY,"For CEP Writer/Controller visual work, browser/network/localhost navigation failure must be treated separately from browser launch, rendering, JavaScript/DOM execution, pointer/keyboard interaction, screenshot creation/inspection, video capture/validation, and genuine route/platform proof. A Writer must use the bounded local/offline recovery ladder in `WRITER_LOCAL_VISUAL_CAPTURE_AND_RENDERING_METHOD.md` before declaring visual capture blocked. Navigation-independent real-browser rendering from exact candidate bytes via `page.set_content()` or an equivalent in-memory path is valid fresh Presentation/interaction evidence when explicitly classified `NOT_GENUINE_ROUTE`; it does not prove HTTP routing, Back/Forward, network, or platform integration. Missing bundled browser/FFmpeg tooling may be satisfied by already-installed validated binaries or governed offline packages using temporary execution-only paths, without Product architecture/dependency mutation. Every material screenshot must be actually opened and visually inspected; material video must be structurally validated and representative states/transitions inspected where applicable. Localhost/browser route restriction alone is not a reason to stop screenshots/video or ask the Owner to capture them manually when another truthful local rendering path works.",OD-20260921-068_VISUAL_CAPABILITY_NARROW_INTERPRETATION_ONLY,CURRENT_DIRECT_OWNER_2026_09_22_VISUAL_CAPTURE_METHOD_GLOBALIZATION,ALL_CEP_WRITERS__CONTROLLER_AUDITS__ALL_PRESENTATION_VISUAL_EVIDENCE_MISSIONS,PER_CAPABILITY_PREFLIGHT__RECOVERY_LADDER_EXHAUSTED_BEFORE_BLOCKER__FRESH_VS_HISTORICAL_CLASSIFICATION__ACTUAL_IMAGE_INSPECTION__VIDEO_VALIDATION__NO_PRODUCT_MUTATION_FOR_CAPTURE__GENUINE_ROUTE_REMAINS_SEPARATE,Owner explicitly directed the Controller to record the proven multi-path screenshot/video/rendering methods globally for future Writer chats and stated that localhost route restriction should not be treated as a blocking visual-capture limitation when other rendering/capture paths work. Canonical method Drive ID: 1W7CC1tGXmLShF240uKnjq4MpMx2J7e9V.
99,OD-20260922-073,P0,ACTIVE,WRITER_EXECUTION_THROUGHPUT_AND_EVIDENCE_CUSTODY,LOCAL_FIRST_ITERATIVE_IMPROVEMENT_OVER_CONNECTOR_TRANSPORT,"For CEP Writers, especially CHATGPT_WRITER, the primary work loop is local execution and iterative Product improvement, not external evidence transport. Intermediate screenshots, crops, visual diffs, videos, logs, build outputs and comparison artifacts are execution scratch and remain local/ephemeral by default. Their first purpose is to help the Writer discover defects, compare current Product state against the governed reference component-by-component/state-by-state, implement the narrowest correct change, then rerender/recapture/reinspect until the result is clean. Only the final representative source-bound captures/results that materially support handoff/audit are promoted to durable evidence. The GitHub connector MUST NOT be used as a bulk-file, screenshot/video, per-file blob-assembly or general evidence-transfer channel when local execution plus bounded final custody suffices. GitHub carries Product source/delta, mission-bound authority inputs, and small receipts/handoffs; ChatGPT heavy generated outputs and candidate/evidence bundles go to Google Drive in one bounded final custody step when needed. Google AI Studio may use its governed candidate-branch evidence exception only because Drive output is unavailable there, and still should avoid intermediate evidence churn. Connector/tool limits are transport constraints, never a reason to spend the Writer's main effort on packaging, split uploads or repeated custody operations, and never a reason to change Product architecture. Prefer reference decomposition/cropping -> current capture -> region/state comparison -> diagnose -> fix -> recapture -> compare -> repeat, with final evidence promotion only after the Writer has used the loop to improve the Product.",INTERMEDIATE_SCREENSHOTS_AS_DURABLE_OUTPUT__GITHUB_CONNECTOR_AS_BULK_EVIDENCE_TRANSPORT__TRANSPORT_OVERHEAD_DOMINATING_WRITER_TIME,CURRENT_DIRECT_OWNER_2026_09_22_WRITER_THROUGHPUT_CORRECTION,ALL_CEP_WRITERS__CHATGPT_WRITER__GOOGLE_AI_STUDIO_WRITER__CONTROLLER_VISUAL_REVIEW,LOCAL_FIRST_ITERATION__REFERENCE_REGION_COMPARISON__INTERMEDIATE_EVIDENCE_LOCAL__FINAL_REPRESENTATIVE_EVIDENCE_ONLY__NO_GITHUB_BULK_EVIDENCE_TRANSPORT__DRIVE_FINAL_HEAVY_CUSTODY__SOURCE_DELTA_SEPARATE_FROM_EVIDENCE_CUSTODY,"Owner explicitly rejected time spent on connector/file-transfer mechanics and clarified that Writer screenshots/evidence primarily exist to drive the Writer's own correction loop. This clarifies and tightens OD-067, OD-068 and OD-072 without changing Product authority, branch lineage or acceptance requirements."
100,OD-20260922-074,P0,ACTIVE,WRITER_WORKSPACE_MATERIALIZATION_AND_EXECUTION_TRANSPORT,SELF_CONTAINED_WRITER_WORKSPACE_CAPSULE_V1,"For CEP CHATGPT_WRITER work after CORR02 C1, the default inbound execution path is one exact self-contained Writer Workspace Capsule rather than connector-driven per-file repository assembly. The Controller must resolve live authority first, bind the exact adjudicated parent/source, mission, applicable Owner decisions, profiles/oracles/references, writable/read-only/prohibited scope, falsification gates and Stop Gate, then build one capsule artifact containing an exact git bundle plus mission-bound authority inputs, manifest/checksums, bootstrap and offline verifier. The Writer downloads/verifies/materializes once and performs source inspection, editing, build/test/browser/visual iteration locally. Capsule breadth may include stable task-relevant knowledge but never widens mutation authority. Intermediate evidence remains local under OD-073; heavy final generated custody goes to Google Drive only when materially required. Workflow/artifact PASS never creates Product or acceptance authority. CORR02 C1 is explicitly grandfathered on its existing bcbb1ac2 packet and is not repackaged merely to adopt this method; the first downstream mission launched after Controller-clean C1 must use CAPSULE_V1 or an explicitly accepted successor.",CONNECTOR_DRIVEN_PER_FILE_INBOUND_REPOSITORY_ASSEMBLY_AS_DEFAULT_CHATGPT_WRITER_PATH,CURRENT_DIRECT_OWNER_2026_09_22_WORKSPACE_CAPSULE_METHOD_AUTHORIZATION,CHATGPT_WRITER_POST_C1__FUTURE_CEP_WRITER_MISSIONS_WHERE_LOCAL_EXECUTION_IS_AVAILABLE,EXACT_PARENT_SOURCE_BINDING__MISSION_BOUND_CAPSULE_BINDING__GIT_BUNDLE_VERIFY__PAYLOAD_SHA256__LOCAL_MATERIALIZATION_TO_EXACT_COMMIT__NO_SILENT_LIVE_FETCH__KNOWLEDGE_WIDE_MUTATION_NARROW__ONE_INBOUND_ARTIFACT__LOCAL_FIRST_EXECUTION__BOUNDED_OUTBOUND_CUSTODY__CONTROLLER_AUDIT,Owner approved replacing connector-heavy inbound Writer setup with a professional self-contained capsule method for subsequent tasks while leaving C1 on the already prepared method. Canonical method Drive ID: 1XtJlxnWIFZe_AmiLX7QXKVk31IjRQj7n. GitHub infrastructure template branch: controller/writer-workspace-capsule-v1.
101,OD-20260922-075,P0,ACTIVE,WRITER_CAPSULE_CONTROLLER_PREPARATION_AND_VISUAL_BOOTSTRAP,CONTROLLER_PREPARED_READY_TO_WORK_CAPSULE,"For CEP CHATGPT_WRITER missions governed by the Workspace Capsule method, capsule preparation is a Controller responsibility, not a Writer setup task. Before handoff the Controller binds and packages the exact adjudicated source/branch, complete mission-bound authority/reference inputs, the applicable reusable harness/capture method, and—when Presentation/interaction comparison is material and technically available—a bounded source-bound Visual Bootstrap Pack containing initial current-parent screenshots, capture/raw receipts, viewport/state metadata, reference bindings and comparison-plan metadata. The Writer's normal first duty is download once -> verify -> materialize -> inspect the prebuilt baseline/reference mapping -> compare -> diagnose -> fix -> recapture locally -> compare again. Bootstrap screenshots are acceleration inputs only and never final acceptance evidence. If a needed state is missing/partial or bootstrap capture is unavailable, the Writer may use the packaged harness/method to recapture locally without rebuilding the capsule or using connector-driven per-file setup. Visual bootstrap generation must never use stale/unbound screenshots, fabricate PASS, widen mutation authority, or make Product architecture depend on transport/capture constraints.",OD-20260922-074_PARTIAL_PREPARATION_AMBIGUITY_ONLY,CURRENT_DIRECT_OWNER_2026_09_22_CONTROLLER_PREPARED_CAPSULE_CLARIFICATION,CHATGPT_WRITER_POST_C1__PRESENTATION_HEAVY_AND_OTHER_CAPSULE_MISSIONS_WHERE_HARNESS_BOOTSTRAP_IS_MATERIAL,CONTROLLER_PREPARED=true__EXACT_SOURCE_COMMIT_TREE_BOUND__MISSION_BOUND_HARNESS__VISUAL_BOOTSTRAP_MANIFEST__BASELINE_SOURCE_HASHES__VIEWPORT_STATE_BINDING__BOOTSTRAP_NOT_ACCEPTANCE__LOCAL_RECAPTURE_FALLBACK__NO_CONNECTOR_SETUP_BY_WRITER,Owner explicitly clarified that the Controller should prepare the improved capsule and its harness/bootstrap materials before Writer launch so Writers receive a ready-to-work artifact and spend their time on comparison/correction. This extends OD-074 and preserves OD-073 evidence-locality. Infrastructure implementation remains isolated on controller/writer-workspace-capsule-v1.
